User ID,User Name,AWS Service,Interaction Type,Interaction Frequency,Rating
1056,Jennifer Parks,AWS Lambda,View,8,1
1056,Jennifer Parks,AWS EC2,Comment,6,3
1056,Jennifer Parks,AWS S3,Purchase,8,4
1056,Jennifer Parks,AWS Identity and Access Management (IAM),View,2,5
1056,Jennifer Parks,AWS Security Hub,Purchase,20,1
1056,Jennifer Parks,AWS GuardDuty,Purchase,3,1
1056,Jennifer Parks,AWS WAF,Purchase,19,3
1057,Elizabeth Anderson,AWS Well-Architected Framework,Purchase,3,5
1057,Elizabeth Anderson,AWS Solutions Architect Consulting,Comment,4,5
1057,Elizabeth Anderson,AWS Cloud Migration,Purchase,16,3
1057,Elizabeth Anderson,AWS Amplify,Like,8,1
1057,Elizabeth Anderson,AWS Lambda,Purchase,10,3
1057,Elizabeth Anderson,AWS EC2,Comment,7,5
1057,Elizabeth Anderson,AWS S3,Purchase,6,3
1057,Elizabeth Anderson,AWS Identity and Access Management (IAM),View,12,4
1057,Elizabeth Anderson,AWS Security Hub,Comment,6,4
1057,Elizabeth Anderson,AWS GuardDuty,View,11,2
1057,Elizabeth Anderson,AWS WAF,View,15,5
1058,Andrew Campos,AWS Well-Architected Framework,Like,11,5
1058,Andrew Campos,AWS Solutions Architect Consulting,Comment,11,5
1058,Andrew Campos,AWS Cloud Migration,Like,7,1
1058,Andrew Campos,AWS Amplify,Comment,1,3
1058,Andrew Campos,AWS Lambda,View,6,3
1058,Andrew Campos,AWS EC2,Like,3,5
1058,Andrew Campos,AWS S3,View,1,2
1058,Andrew Campos,AWS Identity and Access Management (IAM),Like,16,4
1058,Andrew Campos,AWS Security Hub,Purchase,7,5
1058,Andrew Campos,AWS GuardDuty,View,13,1
1058,Andrew Campos,AWS WAF,Comment,3,4
1059,Anthony Hill,AWS Well-Architected Framework,Like,9,3
1059,Anthony Hill,AWS Solutions Architect Consulting,Purchase,5,4
1059,Anthony Hill,AWS Cloud Migration,Like,12,2
1059,Anthony Hill,AWS Amplify,View,4,4
1059,Anthony Hill,AWS Lambda,Like,15,2
1059,Anthony Hill,AWS EC2,Comment,4,5
1059,Anthony Hill,AWS S3,View,1,4
1059,Anthony Hill,AWS Identity and Access Management (IAM),Like,5,5
1059,Anthony Hill,AWS Security Hub,View,3,1
1059,Anthony Hill,AWS GuardDuty,Like,13,2
1059,Anthony Hill,AWS WAF,Comment,4,4
1060,Belinda Archer,AWS Well-Architected Framework,Comment,12,4
1060,Belinda Archer,AWS Solutions Architect Consulting,View,3,1
1060,Belinda Archer,AWS Cloud Migration,View,13,1
1060,Belinda Archer,AWS Amplify,Like,10,4
1060,Belinda Archer,AWS Lambda,Comment,15,5
1060,Belinda Archer,AWS EC2,Purchase,3,3
1060,Belinda Archer,AWS S3,Comment,18,4
1060,Belinda Archer,AWS Identity and Access Management (IAM),Comment,12,3
1060,Belinda Archer,AWS Security Hub,View,18,4
1060,Belinda Archer,AWS GuardDuty,Comment,11,4
1060,Belinda Archer,AWS WAF,Like,3,4
1061,Juan Thomas,AWS Well-Architected Framework,Like,19,3
1061,Juan Thomas,AWS Solutions Architect Consulting,View,5,3
1061,Juan Thomas,AWS Cloud Migration,Like,18,1
1061,Juan Thomas,AWS Amplify,Purchase,17,5
1061,Juan Thomas,AWS Lambda,Purchase,19,5
1061,Juan Thomas,AWS EC2,View,1,2
1061,Juan Thomas,AWS S3,View,12,4
1061,Juan Thomas,AWS Identity and Access Management (IAM),Comment,11,3
1061,Juan Thomas,AWS Security Hub,Comment,6,1
1061,Juan Thomas,AWS GuardDuty,Like,11,2
1061,Juan Thomas,AWS WAF,View,17,4
1062,Joshua Dyer,AWS Well-Architected Framework,View,1,4
1062,Joshua Dyer,AWS Solutions Architect Consulting,Like,5,1
1062,Joshua Dyer,AWS Cloud Migration,View,8,5
1062,Joshua Dyer,AWS Amplify,Like,2,2
1062,Joshua Dyer,AWS Lambda,Like,14,4
1062,Joshua Dyer,AWS EC2,Like,6,4
1062,Joshua Dyer,AWS S3,Comment,2,1
1062,Joshua Dyer,AWS Identity and Access Management (IAM),Like,19,2
1062,Joshua Dyer,AWS Security Hub,Like,9,3
1062,Joshua Dyer,AWS GuardDuty,Comment,4,1
1062,Joshua Dyer,AWS WAF,Like,4,3
1063,Amanda Dennis,AWS Well-Architected Framework,Purchase,13,4
1063,Amanda Dennis,AWS Solutions Architect Consulting,View,8,3
1063,Amanda Dennis,AWS Cloud Migration,Comment,20,4
1063,Amanda Dennis,AWS Amplify,Comment,1,4
1063,Amanda Dennis,AWS Lambda,Comment,20,4
1063,Amanda Dennis,AWS EC2,Comment,13,4
1063,Amanda Dennis,AWS S3,Comment,4,2
1063,Amanda Dennis,AWS Identity and Access Management (IAM),Purchase,13,4
1063,Amanda Dennis,AWS Security Hub,Like,14,5
1063,Amanda Dennis,AWS GuardDuty,Purchase,7,4
1063,Amanda Dennis,AWS WAF,View,17,2
1064,Jeremy Gonzalez,AWS Well-Architected Framework,Comment,15,2
1064,Jeremy Gonzalez,AWS Solutions Architect Consulting,View,4,5
1064,Jeremy Gonzalez,AWS Cloud Migration,Purchase,13,1
1064,Jeremy Gonzalez,AWS Amplify,Comment,1,4
1064,Jeremy Gonzalez,AWS Lambda,View,11,4
1064,Jeremy Gonzalez,AWS EC2,Like,15,3
1064,Jeremy Gonzalez,AWS S3,Comment,3,4
1064,Jeremy Gonzalez,AWS Identity and Access Management (IAM),View,2,3
1064,Jeremy Gonzalez,AWS Security Hub,Purchase,14,5
1064,Jeremy Gonzalez,AWS GuardDuty,Purchase,6,4
1064,Jeremy Gonzalez,AWS WAF,Comment,11,1
1065,Brooke Douglas,AWS Well-Architected Framework,View,12,1
1065,Brooke Douglas,AWS Solutions Architect Consulting,Purchase,11,2
1065,Brooke Douglas,AWS Cloud Migration,Purchase,13,1
1065,Brooke Douglas,AWS Amplify,View,15,1
1065,Brooke Douglas,AWS Lambda,View,5,1
1065,Brooke Douglas,AWS EC2,Comment,8,4
1065,Brooke Douglas,AWS S3,Purchase,8,5
1065,Brooke Douglas,AWS Identity and Access Management (IAM),View,1,1
1065,Brooke Douglas,AWS Security Hub,Like,3,3
1065,Brooke Douglas,AWS GuardDuty,Purchase,14,1
1065,Brooke Douglas,AWS WAF,Like,15,4
1066,Joshua Lopez,AWS Well-Architected Framework,View,14,2
1066,Joshua Lopez,AWS Solutions Architect Consulting,Like,8,5
1066,Joshua Lopez,AWS Cloud Migration,Purchase,15,4
1066,Joshua Lopez,AWS Amplify,Like,10,2
1066,Joshua Lopez,AWS Lambda,Purchase,10,3
1066,Joshua Lopez,AWS EC2,Like,2,4
1066,Joshua Lopez,AWS S3,Comment,12,4
1066,Joshua Lopez,AWS Identity and Access Management (IAM),Comment,7,2
1066,Joshua Lopez,AWS Security Hub,Comment,2,1
1066,Joshua Lopez,AWS GuardDuty,Comment,11,2
1066,Joshua Lopez,AWS WAF,Like,18,3
1067,Alicia Hale,AWS Well-Architected Framework,View,12,4
1067,Alicia Hale,AWS Solutions Architect Consulting,Purchase,1,2
1067,Alicia Hale,AWS Cloud Migration,View,9,5
1067,Alicia Hale,AWS Amplify,Like,8,1
1067,Alicia Hale,AWS Lambda,Comment,15,2
1067,Alicia Hale,AWS EC2,Purchase,14,4
1067,Alicia Hale,AWS S3,View,3,2
1067,Alicia Hale,AWS Identity and Access Management (IAM),Comment,14,3
1067,Alicia Hale,AWS Security Hub,Comment,6,2
1067,Alicia Hale,AWS GuardDuty,View,8,1
1067,Alicia Hale,AWS WAF,Purchase,13,4
1068,David Hartman,AWS Well-Architected Framework,Comment,10,4
1068,David Hartman,AWS Solutions Architect Consulting,Comment,8,4
1068,David Hartman,AWS Cloud Migration,Purchase,17,5
1068,David Hartman,AWS Amplify,View,16,1
1068,David Hartman,AWS Lambda,Comment,20,4
1068,David Hartman,AWS EC2,Purchase,7,3
1068,David Hartman,AWS S3,Like,7,3
1068,David Hartman,AWS Identity and Access Management (IAM),View,19,5
1068,David Hartman,AWS Security Hub,Purchase,9,4
1068,David Hartman,AWS GuardDuty,Like,16,3
1068,David Hartman,AWS WAF,Purchase,4,4
1069,Steven Ruiz,AWS Well-Architected Framework,Comment,9,2
1069,Steven Ruiz,AWS Solutions Architect Consulting,Comment,18,4
1069,Steven Ruiz,AWS Cloud Migration,Purchase,1,5
1069,Steven Ruiz,AWS Amplify,Like,13,5
1069,Steven Ruiz,AWS Lambda,Comment,6,3
1069,Steven Ruiz,AWS EC2,Like,13,1
1069,Steven Ruiz,AWS S3,Purchase,5,1
1069,Steven Ruiz,AWS Identity and Access Management (IAM),View,18,4
1069,Steven Ruiz,AWS Security Hub,Like,2,5
1069,Steven Ruiz,AWS GuardDuty,Purchase,13,5
1069,Steven Ruiz,AWS WAF,Comment,1,3
1070,Kurt Berry,AWS Well-Architected Framework,Comment,6,4
1070,Kurt Berry,AWS Solutions Architect Consulting,Purchase,13,4
1070,Kurt Berry,AWS Cloud Migration,Comment,9,5
1070,Kurt Berry,AWS Amplify,Comment,3,4
1070,Kurt Berry,AWS Lambda,Purchase,9,5
1070,Kurt Berry,AWS EC2,Like,14,2
1070,Kurt Berry,AWS S3,View,14,4
1070,Kurt Berry,AWS Identity and Access Management (IAM),View,4,4
1070,Kurt Berry,AWS Security Hub,Purchase,19,2
1070,Kurt Berry,AWS GuardDuty,Comment,1,3
1070,Kurt Berry,AWS WAF,Like,7,1
1071,Christopher Andrews,AWS Well-Architected Framework,Comment,10,2
1071,Christopher Andrews,AWS Solutions Architect Consulting,Comment,12,1
1071,Christopher Andrews,AWS Cloud Migration,Comment,9,2
1071,Christopher Andrews,AWS Amplify,Like,15,5
1071,Christopher Andrews,AWS Lambda,Like,9,3
1071,Christopher Andrews,AWS EC2,View,5,4
1071,Christopher Andrews,AWS S3,Comment,5,5
1071,Christopher Andrews,AWS Identity and Access Management (IAM),Purchase,11,4
1071,Christopher Andrews,AWS Security Hub,View,10,1
1071,Christopher Andrews,AWS GuardDuty,Like,9,2
1071,Christopher Andrews,AWS WAF,Comment,14,1
1072,Jason Ingram,AWS Well-Architected Framework,Comment,13,3
1072,Jason Ingram,AWS Solutions Architect Consulting,Comment,9,1
1072,Jason Ingram,AWS Cloud Migration,View,13,4
1072,Jason Ingram,AWS Amplify,Comment,5,1
1072,Jason Ingram,AWS Lambda,Like,14,1
1072,Jason Ingram,AWS EC2,View,19,5
1072,Jason Ingram,AWS S3,Purchase,17,3
1072,Jason Ingram,AWS Identity and Access Management (IAM),Purchase,1,4
1072,Jason Ingram,AWS Security Hub,Like,19,2
1072,Jason Ingram,AWS GuardDuty,Like,3,2
1072,Jason Ingram,AWS WAF,View,7,5
1073,Katrina Williams,AWS Well-Architected Framework,Purchase,7,4
1073,Katrina Williams,AWS Solutions Architect Consulting,Purchase,19,4
1073,Katrina Williams,AWS Cloud Migration,Purchase,6,4
1073,Katrina Williams,AWS Amplify,Comment,18,2
1073,Katrina Williams,AWS Lambda,View,10,4
1073,Katrina Williams,AWS EC2,View,18,2
1073,Katrina Williams,AWS S3,View,15,3
1073,Katrina Williams,AWS Identity and Access Management (IAM),Like,11,5
1073,Katrina Williams,AWS Security Hub,Comment,10,5
1073,Katrina Williams,AWS GuardDuty,Comment,5,1
1073,Katrina Williams,AWS WAF,View,3,1
1074,Sandra Edwards,AWS Well-Architected Framework,Comment,17,2
1074,Sandra Edwards,AWS Solutions Architect Consulting,Like,8,1
1074,Sandra Edwards,AWS Cloud Migration,Comment,12,4
1074,Sandra Edwards,AWS Amplify,Comment,7,3
1074,Sandra Edwards,AWS Lambda,Like,12,3
1074,Sandra Edwards,AWS EC2,Like,11,4
1074,Sandra Edwards,AWS S3,Purchase,15,2
1074,Sandra Edwards,AWS Identity and Access Management (IAM),Comment,12,3
1074,Sandra Edwards,AWS Security Hub,View,14,1
1074,Sandra Edwards,AWS GuardDuty,View,15,5
1074,Sandra Edwards,AWS WAF,Comment,12,2
1075,Ashley Shah,AWS Well-Architected Framework,Like,6,2
1075,Ashley Shah,AWS Solutions Architect Consulting,View,1,5
1075,Ashley Shah,AWS Cloud Migration,Comment,4,2
1075,Ashley Shah,AWS Amplify,Comment,8,4
1075,Ashley Shah,AWS Lambda,Purchase,8,4
1075,Ashley Shah,AWS EC2,Like,17,1
1075,Ashley Shah,AWS S3,Comment,6,4
1075,Ashley Shah,AWS Identity and Access Management (IAM),Comment,3,3
1075,Ashley Shah,AWS Security Hub,Comment,19,5
1075,Ashley Shah,AWS GuardDuty,Like,15,1
1075,Ashley Shah,AWS WAF,Comment,17,2
1076,Sharon Cooper,AWS Well-Architected Framework,Purchase,16,4
1076,Sharon Cooper,AWS Solutions Architect Consulting,Comment,12,4
1076,Sharon Cooper,AWS Cloud Migration,Purchase,14,3
1076,Sharon Cooper,AWS Amplify,View,17,1
1076,Sharon Cooper,AWS Lambda,Purchase,2,4
1076,Sharon Cooper,AWS EC2,Like,15,1
1076,Sharon Cooper,AWS S3,Purchase,11,5
1076,Sharon Cooper,AWS Identity and Access Management (IAM),View,1,5
1076,Sharon Cooper,AWS Security Hub,View,2,3
1076,Sharon Cooper,AWS GuardDuty,Like,15,2
1076,Sharon Cooper,AWS WAF,Purchase,10,1
1077,Deborah Phillips,AWS Well-Architected Framework,View,14,5
1077,Deborah Phillips,AWS Solutions Architect Consulting,Comment,19,3
1077,Deborah Phillips,AWS Cloud Migration,Comment,6,2
1077,Deborah Phillips,AWS Amplify,Comment,19,3
1077,Deborah Phillips,AWS Lambda,Like,10,3
1077,Deborah Phillips,AWS EC2,Purchase,19,2
1077,Deborah Phillips,AWS S3,Comment,20,1
1077,Deborah Phillips,AWS Identity and Access Management (IAM),Purchase,7,1
1077,Deborah Phillips,AWS Security Hub,Comment,19,5
1077,Deborah Phillips,AWS GuardDuty,Like,18,1
1077,Deborah Phillips,AWS WAF,Like,19,4
1078,Michael Duke,AWS Well-Architected Framework,Comment,18,4
1078,Michael Duke,AWS Solutions Architect Consulting,View,18,2
1078,Michael Duke,AWS Cloud Migration,Purchase,3,4
1078,Michael Duke,AWS Amplify,Like,12,2
1078,Michael Duke,AWS Lambda,Comment,20,1
1078,Michael Duke,AWS EC2,Like,12,1
1078,Michael Duke,AWS S3,Comment,18,2
1078,Michael Duke,AWS Identity and Access Management (IAM),Comment,7,3
1078,Michael Duke,AWS Security Hub,View,16,1
1078,Michael Duke,AWS GuardDuty,Like,7,4
1078,Michael Duke,AWS WAF,View,5,2
1079,Sabrina Sexton,AWS Well-Architected Framework,Purchase,5,5
1079,Sabrina Sexton,AWS Solutions Architect Consulting,Comment,12,5
1079,Sabrina Sexton,AWS Cloud Migration,Comment,15,2
1079,Sabrina Sexton,AWS Amplify,View,6,1
1079,Sabrina Sexton,AWS Lambda,View,11,4
1079,Sabrina Sexton,AWS EC2,Like,11,4
1079,Sabrina Sexton,AWS S3,Purchase,18,1
1079,Sabrina Sexton,AWS Identity and Access Management (IAM),Comment,10,2
1079,Sabrina Sexton,AWS Security Hub,View,17,3
1079,Sabrina Sexton,AWS GuardDuty,Comment,14,1
1079,Sabrina Sexton,AWS WAF,Comment,11,4
1080,Stephanie Gray,AWS Well-Architected Framework,Purchase,19,3
1080,Stephanie Gray,AWS Solutions Architect Consulting,Like,9,1
1080,Stephanie Gray,AWS Cloud Migration,View,11,3
1080,Stephanie Gray,AWS Amplify,Like,17,4
1080,Stephanie Gray,AWS Lambda,Purchase,11,4
1080,Stephanie Gray,AWS EC2,Purchase,9,1
1080,Stephanie Gray,AWS S3,Like,11,1
1080,Stephanie Gray,AWS Identity and Access Management (IAM),Comment,4,3
1080,Stephanie Gray,AWS Security Hub,Comment,14,3
1080,Stephanie Gray,AWS GuardDuty,Like,17,1
1080,Stephanie Gray,AWS WAF,Like,13,2
1081,Joshua Craig,AWS Well-Architected Framework,Comment,1,3
1081,Joshua Craig,AWS Solutions Architect Consulting,Like,13,5
1081,Joshua Craig,AWS Cloud Migration,View,10,2
1081,Joshua Craig,AWS Amplify,Like,1,2
1081,Joshua Craig,AWS Lambda,Purchase,18,5
1081,Joshua Craig,AWS EC2,View,17,3
1081,Joshua Craig,AWS S3,Purchase,6,5
1081,Joshua Craig,AWS Identity and Access Management (IAM),Purchase,10,1
1081,Joshua Craig,AWS Security Hub,Purchase,13,2
1081,Joshua Craig,AWS GuardDuty,Comment,3,3
1081,Joshua Craig,AWS WAF,Purchase,19,4
1082,Isabel Thompson,AWS Well-Architected Framework,Purchase,18,4
1082,Isabel Thompson,AWS Solutions Architect Consulting,Comment,11,2
1082,Isabel Thompson,AWS Cloud Migration,Comment,11,4
1082,Isabel Thompson,AWS Amplify,Comment,14,3
1082,Isabel Thompson,AWS Lambda,Like,14,1
1082,Isabel Thompson,AWS EC2,Comment,5,5
1082,Isabel Thompson,AWS S3,Like,3,5
1082,Isabel Thompson,AWS Identity and Access Management (IAM),Like,17,3
1082,Isabel Thompson,AWS Security Hub,Purchase,14,5
1082,Isabel Thompson,AWS GuardDuty,Comment,7,2
1082,Isabel Thompson,AWS WAF,Purchase,4,2
1083,Stephanie Jackson,AWS Well-Architected Framework,Comment,17,3
1083,Stephanie Jackson,AWS Solutions Architect Consulting,Like,11,1
1083,Stephanie Jackson,AWS Cloud Migration,Comment,5,5
1083,Stephanie Jackson,AWS Amplify,Purchase,1,2
1083,Stephanie Jackson,AWS Lambda,Purchase,13,4
1083,Stephanie Jackson,AWS EC2,Like,10,4
1083,Stephanie Jackson,AWS S3,Comment,12,1
1083,Stephanie Jackson,AWS Identity and Access Management (IAM),Purchase,13,3
1083,Stephanie Jackson,AWS Security Hub,Purchase,16,2
1083,Stephanie Jackson,AWS GuardDuty,Purchase,6,2
1083,Stephanie Jackson,AWS WAF,Purchase,10,1
1084,Stephen King,AWS Well-Architected Framework,Comment,8,4
1084,Stephen King,AWS Solutions Architect Consulting,Comment,2,1
1084,Stephen King,AWS Cloud Migration,View,5,2
1084,Stephen King,AWS Amplify,View,8,1
1084,Stephen King,AWS Lambda,Like,5,3
1084,Stephen King,AWS EC2,View,5,3
1084,Stephen King,AWS S3,Like,9,5
1084,Stephen King,AWS Identity and Access Management (IAM),Like,2,5
1084,Stephen King,AWS Security Hub,View,17,2
1084,Stephen King,AWS GuardDuty,Comment,5,5
1084,Stephen King,AWS WAF,Like,2,2
1085,Anna Owen,AWS Well-Architected Framework,Comment,18,4
1085,Anna Owen,AWS Solutions Architect Consulting,Purchase,8,2
1085,Anna Owen,AWS Cloud Migration,Comment,18,2
1085,Anna Owen,AWS Amplify,Comment,4,4
1085,Anna Owen,AWS Lambda,View,16,4
1085,Anna Owen,AWS EC2,Purchase,2,3
1085,Anna Owen,AWS S3,Comment,3,3
1085,Anna Owen,AWS Identity and Access Management (IAM),Purchase,1,3
1085,Anna Owen,AWS Security Hub,Purchase,7,3
1085,Anna Owen,AWS GuardDuty,Like,12,2
1085,Anna Owen,AWS WAF,Purchase,12,1
1086,Joshua Navarro,AWS Well-Architected Framework,Like,10,2
1086,Joshua Navarro,AWS Solutions Architect Consulting,Comment,18,1
1086,Joshua Navarro,AWS Cloud Migration,Purchase,3,4
1086,Joshua Navarro,AWS Amplify,Comment,8,2
1086,Joshua Navarro,AWS Lambda,View,17,4
1086,Joshua Navarro,AWS EC2,Purchase,2,1
1086,Joshua Navarro,AWS S3,Comment,14,3
1086,Joshua Navarro,AWS Identity and Access Management (IAM),Comment,16,5
1086,Joshua Navarro,AWS Security Hub,Comment,12,3
1086,Joshua Navarro,AWS GuardDuty,Purchase,3,3
1086,Joshua Navarro,AWS WAF,Comment,11,1
1087,Danielle Boyd,AWS Well-Architected Framework,Purchase,8,2
1087,Danielle Boyd,AWS Solutions Architect Consulting,Like,13,4
1087,Danielle Boyd,AWS Cloud Migration,Comment,15,1
1087,Danielle Boyd,AWS Amplify,Purchase,17,4
1087,Danielle Boyd,AWS Lambda,Like,18,4
1087,Danielle Boyd,AWS EC2,Like,7,1
1087,Danielle Boyd,AWS S3,Comment,1,5
1087,Danielle Boyd,AWS Identity and Access Management (IAM),Comment,2,3
1087,Danielle Boyd,AWS Security Hub,View,1,4
1087,Danielle Boyd,AWS GuardDuty,Comment,4,3
1087,Danielle Boyd,AWS WAF,Like,15,3
1088,Nicole Mann,AWS Well-Architected Framework,Comment,8,1
1088,Nicole Mann,AWS Solutions Architect Consulting,View,12,2
1088,Nicole Mann,AWS Cloud Migration,Purchase,9,5
1088,Nicole Mann,AWS Amplify,Comment,14,3
1088,Nicole Mann,AWS Lambda,View,5,3
1088,Nicole Mann,AWS EC2,View,17,4
1088,Nicole Mann,AWS S3,Purchase,10,4
1088,Nicole Mann,AWS Identity and Access Management (IAM),Purchase,16,3
1088,Nicole Mann,AWS Security Hub,Purchase,12,2
1088,Nicole Mann,AWS GuardDuty,Purchase,20,1
1088,Nicole Mann,AWS WAF,Comment,10,1
1089,Mitchell Carpenter,AWS Well-Architected Framework,View,6,2
1089,Mitchell Carpenter,AWS Solutions Architect Consulting,Like,16,1
1089,Mitchell Carpenter,AWS Cloud Migration,Like,16,4
1089,Mitchell Carpenter,AWS Amplify,Comment,17,4
1089,Mitchell Carpenter,AWS Lambda,Purchase,12,1
1089,Mitchell Carpenter,AWS EC2,Comment,17,2
1089,Mitchell Carpenter,AWS S3,View,4,5
1089,Mitchell Carpenter,AWS Identity and Access Management (IAM),Like,16,4
1089,Mitchell Carpenter,AWS Security Hub,Purchase,8,3
1089,Mitchell Carpenter,AWS GuardDuty,Purchase,18,2
1089,Mitchell Carpenter,AWS WAF,Purchase,10,2
1090,Julie Rodriguez,AWS Well-Architected Framework,View,1,3
1090,Julie Rodriguez,AWS Solutions Architect Consulting,View,11,4
1090,Julie Rodriguez,AWS Cloud Migration,View,20,5
1090,Julie Rodriguez,AWS Amplify,View,2,1
1090,Julie Rodriguez,AWS Lambda,Comment,10,3
1090,Julie Rodriguez,AWS EC2,View,11,5
1090,Julie Rodriguez,AWS S3,Like,1,4
1090,Julie Rodriguez,AWS Identity and Access Management (IAM),Comment,15,2
1090,Julie Rodriguez,AWS Security Hub,Like,16,3
1090,Julie Rodriguez,AWS GuardDuty,Comment,2,1
1090,Julie Rodriguez,AWS WAF,Comment,16,4
1091,Joanne Hayes,AWS Well-Architected Framework,Like,8,1
1091,Joanne Hayes,AWS Solutions Architect Consulting,Purchase,17,4
1091,Joanne Hayes,AWS Cloud Migration,View,14,5
1091,Joanne Hayes,AWS Amplify,Purchase,6,3
1091,Joanne Hayes,AWS Lambda,View,12,5
1091,Joanne Hayes,AWS EC2,Purchase,16,3
1091,Joanne Hayes,AWS S3,Like,2,5
1091,Joanne Hayes,AWS Identity and Access Management (IAM),Purchase,7,4
1091,Joanne Hayes,AWS Security Hub,Like,14,1
1091,Joanne Hayes,AWS GuardDuty,Purchase,15,2
1091,Joanne Hayes,AWS WAF,Like,11,1
1092,Sean Webster,AWS Well-Architected Framework,Like,2,2
1092,Sean Webster,AWS Solutions Architect Consulting,View,5,2
1092,Sean Webster,AWS Cloud Migration,Like,11,2
1092,Sean Webster,AWS Amplify,View,18,3
1092,Sean Webster,AWS Lambda,Purchase,6,3
1092,Sean Webster,AWS EC2,Purchase,2,2
1092,Sean Webster,AWS S3,Comment,3,5
1092,Sean Webster,AWS Identity and Access Management (IAM),Comment,10,2
1092,Sean Webster,AWS Security Hub,Purchase,6,4
1092,Sean Webster,AWS GuardDuty,View,13,1
1092,Sean Webster,AWS WAF,Comment,11,4
1093,Ashley Smith,AWS Well-Architected Framework,Like,17,2
1093,Ashley Smith,AWS Solutions Architect Consulting,Like,10,4
1093,Ashley Smith,AWS Cloud Migration,View,9,5
1093,Ashley Smith,AWS Amplify,Comment,10,2
1093,Ashley Smith,AWS Lambda,Purchase,11,3
1093,Ashley Smith,AWS EC2,Purchase,13,4
1093,Ashley Smith,AWS S3,Purchase,15,1
1093,Ashley Smith,AWS Identity and Access Management (IAM),Like,6,4
1093,Ashley Smith,AWS Security Hub,Purchase,17,4
1093,Ashley Smith,AWS GuardDuty,View,5,3
1093,Ashley Smith,AWS WAF,Like,12,5
1094,John Diaz,AWS Well-Architected Framework,Like,17,4
1094,John Diaz,AWS Solutions Architect Consulting,View,4,1
1094,John Diaz,AWS Cloud Migration,Comment,15,5
1094,John Diaz,AWS Amplify,Purchase,10,5
1094,John Diaz,AWS Lambda,Like,17,4
1094,John Diaz,AWS EC2,Like,12,2
1094,John Diaz,AWS S3,Comment,13,2
1094,John Diaz,AWS Identity and Access Management (IAM),View,5,4
1094,John Diaz,AWS Security Hub,Comment,12,1
1094,John Diaz,AWS GuardDuty,View,9,4
1094,John Diaz,AWS WAF,Like,4,5
1095,Michael Roberts,AWS Well-Architected Framework,Like,7,1
1095,Michael Roberts,AWS Solutions Architect Consulting,Comment,2,2
1095,Michael Roberts,AWS Cloud Migration,Like,9,2
1095,Michael Roberts,AWS Amplify,Purchase,18,2
1095,Michael Roberts,AWS Lambda,View,19,1
1095,Michael Roberts,AWS EC2,Purchase,10,1
1095,Michael Roberts,AWS S3,View,17,1
1095,Michael Roberts,AWS Identity and Access Management (IAM),Purchase,2,5
1095,Michael Roberts,AWS Security Hub,Comment,6,1
1095,Michael Roberts,AWS GuardDuty,Comment,20,1
1095,Michael Roberts,AWS WAF,View,8,2
1096,Ricky Patterson,AWS Well-Architected Framework,Comment,19,2
1096,Ricky Patterson,AWS Solutions Architect Consulting,Like,4,4
1096,Ricky Patterson,AWS Cloud Migration,Comment,6,5
1096,Ricky Patterson,AWS Amplify,Comment,10,4
1096,Ricky Patterson,AWS Lambda,Like,1,3
1096,Ricky Patterson,AWS EC2,View,12,1
1096,Ricky Patterson,AWS S3,Purchase,18,5
1096,Ricky Patterson,AWS Identity and Access Management (IAM),Purchase,4,5
1096,Ricky Patterson,AWS Security Hub,Purchase,17,1
1096,Ricky Patterson,AWS GuardDuty,Like,15,1
1096,Ricky Patterson,AWS WAF,View,16,2
1097,Matthew Cochran,AWS Well-Architected Framework,Purchase,14,5
1097,Matthew Cochran,AWS Solutions Architect Consulting,Purchase,6,2
1097,Matthew Cochran,AWS Cloud Migration,Comment,17,3
1097,Matthew Cochran,AWS Amplify,Purchase,4,3
1097,Matthew Cochran,AWS Lambda,View,19,3
1097,Matthew Cochran,AWS EC2,View,16,1
1097,Matthew Cochran,AWS S3,View,16,2
1097,Matthew Cochran,AWS Identity and Access Management (IAM),Purchase,8,4
1097,Matthew Cochran,AWS Security Hub,Like,20,1
1097,Matthew Cochran,AWS GuardDuty,Like,15,1
1097,Matthew Cochran,AWS WAF,View,1,2
1098,Valerie Walker,AWS Well-Architected Framework,View,18,3
1098,Valerie Walker,AWS Solutions Architect Consulting,View,19,3
1098,Valerie Walker,AWS Cloud Migration,View,1,1
1098,Valerie Walker,AWS Amplify,Purchase,16,4
1098,Valerie Walker,AWS Lambda,Purchase,4,5
1098,Valerie Walker,AWS EC2,Comment,12,4
1098,Valerie Walker,AWS S3,Purchase,4,5
1098,Valerie Walker,AWS Identity and Access Management (IAM),View,10,4
1098,Valerie Walker,AWS Security Hub,Comment,18,1
1098,Valerie Walker,AWS GuardDuty,Like,2,3
1098,Valerie Walker,AWS WAF,View,20,4
1099,David Henderson,AWS Well-Architected Framework,Purchase,11,3
1099,David Henderson,AWS Solutions Architect Consulting,View,6,1
1099,David Henderson,AWS Cloud Migration,Purchase,15,4
1099,David Henderson,AWS Amplify,Purchase,6,5
1099,David Henderson,AWS Lambda,Purchase,20,4
1099,David Henderson,AWS EC2,Like,9,2
1099,David Henderson,AWS S3,Like,16,2
1099,David Henderson,AWS Identity and Access Management (IAM),Like,1,5
1099,David Henderson,AWS Security Hub,Comment,8,2
1099,David Henderson,AWS GuardDuty,Comment,7,3
1099,David Henderson,AWS WAF,Comment,4,3
